Query_SNP	DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
rs12140153	2022-12-12	36376304	Koskeridis F	2022-11-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/36376304	Pleiotropic genetic architecture and novel loci for C-reactive protein levels.	High-density lipoprotein levels (MTAG)	361,194 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	2E-9	8.698970004336019		0.026823	[0.018-0.036] unit increase	NR [6206408] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST90179147	Genome-wide genotyping array
rs12140153	2021-01-26	32376654	Richardson TG	2020-05-06	BMJ	www.ncbi.nlm.nih.gov/pubmed/32376654	Use of genetic variation to separate the effects of early and later life adiposity on disease risk: mendelian randomisation study.	Body size at age 10	453,169 European ancestry individuals	NA	1p31.3	1	62114219	INADL	PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	0.905761	6E-19	18.221848749616356		0.021828	[0.017-0.027] unit increase	Affymetrix [12370749]	N	comparative body size at age 10, self-reported	http://www.ebi.ac.uk/efo/EFO_0009819	GCST010989	Genome-wide genotyping array
rs12140153	2021-01-26	32376654	Richardson TG	2020-05-06	BMJ	www.ncbi.nlm.nih.gov/pubmed/32376654	Use of genetic variation to separate the effects of early and later life adiposity on disease risk: mendelian randomisation study.	Adult body size	453,169 European ancestry individuals		1p31.3	1	62114219	INADL	PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	0.905761	4E-19	18.397940008672037		0.0214472	[0.017-0.026] unit increase	Affymetrix [12370749]	N	body height	http://purl.obolibrary.org/obo/OBA_VT0001253	GCST010988	Genome-wide genotyping array
rs12140153	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Weight	360,116 European ancestry individuals, 165,419 East Asian ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	1E-16	16.0		0.0297	[0.023-0.037] unit decrease	Affymetrix, Illumina [20539548] (imputed)	N	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	GCST90018949	Genome-wide genotyping array
rs12140153	2022-11-17	34887591	Graham SE	2021-12-09	Nature	www.ncbi.nlm.nih.gov/pubmed/34887591	The power of genetic diversity in genome-wide association studies of lipids.	High density lipoprotein cholesterol levels	1,320,016 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	0.0913774	4E-9	8.397940008672037		0.019101	[0.014-0.024] unit increase	NR [52000000] (imputed)	N	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST90239652	Genome-wide genotyping array
rs12140153	2025-08-29	40436827	Jee YH	2025-05-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/40436827	Genome-wide association studies in a large Korean cohort identify quantitative trait loci for 36 traits and illuminate their genetic architectures.	Alanine aminotransferase levels	507,850 East Asian ancestry individuals, 420,829 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	3E-8	7.522878745280337		0.0223	[0.014-0.03] unit decrease	NR [NR] (imputed)	N	serum alanine aminotransferase amount	http://purl.obolibrary.org/obo/OBA_2050062	GCST90662898	Genome-wide genotyping array
rs12140153	2024-04-30	38538606	Harris BHL	2024-03-27	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/38538606	New role of fat-free mass in cancer risk linked with genetic predisposition.	Whole body fat free mass (UKB data field 23101)	337,739 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	1E-11	11.0		0.0157596	[0.011-0.02] unit decrease	Affymetrix [18893866] (imputed)	N	lean body mass	http://www.ebi.ac.uk/efo/EFO_0004995	GCST90428120	Genome-wide genotyping array
rs12140153	2024-10-04	38965376	Carey CE	2024-07-04	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/38965376	Principled distillation of UK Biobank phenotype data reveals underlying structure in human variation.	BMI and adiposity (confirmatory factor analysis Factor 7)	338,590 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-?	rs12140153	0	12140153	missense_variant	0	NR	7E-11	10.154901959985743				Affymetrix [13176603] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90309342	Genome-wide genotyping array
rs12140153	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Body mass index (BMI, maximum, inv-normal transformed)	118,995 African American or Afro-Caribbean individuals, 57,796 Hispanic or Latin American individuals, 6,384 East Asian ancestry individuals, 424,231 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	0.9332	2E-11	10.698970004336019		0.05364	[0.038-0.069] unit increase	NR [44300000] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90479521	Genome-wide genotyping array
rs12140153	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Body mass index (BMI, mean, inv-normal transformed)	118,993 African American or Afro-Caribbean individuals, 57,793 Hispanic or Latin American individuals, 6,384 East Asian ancestry individuals, 424,221 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	0.9332	1E-11	11.0		0.05282	[0.038-0.068] unit increase	NR [44300000] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90479522	Genome-wide genotyping array
rs12140153	2022-12-12	36376304	Koskeridis F	2022-11-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/36376304	Pleiotropic genetic architecture and novel loci for C-reactive protein levels.	Triglyceride levels (MTAG)	361,194 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	2E-9	8.698970004336019		0.02538	[0.017-0.034] unit decrease	NR [6206408] (imputed)	N	triglyceride measurement	http://www.ebi.ac.uk/efo/EFO_0004530	GCST90179149	Genome-wide genotyping array
rs12140153	2023-12-11	37280435	Hawkes G	2023-06-06	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/37280435	Genetic evidence that high BMI in childhood has a protective effect on intermediate diabetes traits, including measures of insulin sensitivity and secretion, after accounting for BMI in adulthood.	Body mass index	441,761 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	NR	3E-25	24.522878745280337		0.0349396	[0.028-0.042] unit increase	NR [NR] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90301650	Genome-wide genotyping array
rs12140153	2023-08-25	37277458	Vosberg DE	2023-06-05	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/37277458	The genetics of a "femaleness/maleness" score in cardiometabolic traits in the UK biobank.	Multi-trait sex score	161,906 European ancestry females	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-?	rs12140153	0	12140153	missense_variant	0	NR	4E-8	7.3979400086720375				Affymetrix [8642454] (imputed)	N	sexual dimorphism measurement	http://www.ebi.ac.uk/efo/EFO_0021796	GCST90270116	Genome-wide genotyping array
rs12140153	2023-12-11	37280435	Hawkes G	2023-06-06	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/37280435	Genetic evidence that high BMI in childhood has a protective effect on intermediate diabetes traits, including measures of insulin sensitivity and secretion, after accounting for BMI in adulthood.	Childhood body mass index	441,761 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	NR	8E-17	16.096910013008056		0.0304268	[0.023-0.038] unit increase	NR [NR] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90301649	Genome-wide genotyping array
rs12140153	2024-08-30	39134668	Shi S	2024-08-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39134668	A Genomics England haplotype reference panel and imputation of UK Biobank.	Body mass index	403,610 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-?	rs12140153	0	12140153	missense_variant	0	NR	6E-26	25.221848749616356		0.0370171	[0.03-0.044] unit decrease	Affymetrix [161917644] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90435413	Genome-wide genotyping array
rs12140153	2022-12-12	36376304	Koskeridis F	2022-11-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/36376304	Pleiotropic genetic architecture and novel loci for C-reactive protein levels.	Body mass index (MTAG)	694,649 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	5E-24	23.30102999566398		0.03628	[0.029-0.043] unit decrease	NR [6206408] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90179150	Genome-wide genotyping array
rs12140153	2023-03-08	36581621	Huang J	2022-12-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/36581621	Genomics and phenomics of body mass index reveals a complex disease network.	Body mass index	1,122,049 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	NR	4E-36	35.39794000867204		0.0327	[0.028-0.038] unit increase	Affymetrix [NR] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90255621	Genome-wide genotyping array
rs12140153	2022-12-12	36376304	Koskeridis F	2022-11-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/36376304	Pleiotropic genetic architecture and novel loci for C-reactive protein levels.	C-reactive protein levels (MTAG)	575,531 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	5E-12	11.301029995663981		0.02425	[0.017-0.031] unit decrease	NR [6206408] (imputed)	N	C-reactive protein measurement	http://www.ebi.ac.uk/efo/EFO_0004458	GCST90179146	Genome-wide genotyping array
rs12140153	2024-04-30	38538606	Harris BHL	2024-03-27	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/38538606	New role of fat-free mass in cancer risk linked with genetic predisposition.	Body mass index	342,566 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	7E-17	16.154901959985743		0.0352216	[0.027-0.043] unit decrease	Affymetrix [18895667] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90428119	Genome-wide genotyping array
rs12140153	2025-01-10	38374256	Suzuki K	2024-02-19	Nature	www.ncbi.nlm.nih.gov/pubmed/38374256	Genetic drivers of heterogeneity in type 2 diabetes pathophysiology.	Type 2 diabetes	50,251 African American cases, 103,909 African American controls, 88,109 East Asian ancestry cases, 339,395 East Asian ancestry controls, 242,283 European ancestry cases, 1,569,734 European ancestry controls, 29,375 Hispanic cases, 59,368 Hispanic controls, 1,602 South African ancestry cases, 976 South African ancestry controls, 16,832 South Asian ancestry cases, 33,767 South Asian ancestry controls	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	0.92837	1E-13	13.0				Affymetrix, Illumina [NR] (imputed)	N	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/MONDO_0005148	GCST90492734	Genome-wide genotyping array
rs12140153	2026-04-14	38640244	Peruchet-Noray L	2024-04-19	Sci Adv	www.ncbi.nlm.nih.gov/pubmed/38640244	Tissue-specific genetic variation suggests distinct molecular pathways between body shape phenotypes and colorectal cancer.	Body shape phenotype PC1	460,198 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	0.905305	3E-21	20.522878745280337		0.0683028	[0.054-0.082] unit increase	Affymetrix [8889767] (imputed)	N	body shape measurement	http://www.ebi.ac.uk/efo/EFO_0801227	GCST90832989	Genome-wide genotyping array
rs12140153	2024-05-14	38632349	Ghouse J	2024-04-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/38632349	Integrative common and rare variant analyses provide insights into the genetic architecture of liver cirrhosis.	Alanine aminotransferase levels	1,010,710 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	4E-10	9.397940008672037		0.0042	[0.0028-0.0056] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	serum alanine aminotransferase amount	http://purl.obolibrary.org/obo/OBA_2050062	GCST90428729	Genome-wide genotyping array
rs12140153	2025-08-29	40436827	Jee YH	2025-05-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/40436827	Genome-wide association studies in a large Korean cohort identify quantitative trait loci for 36 traits and illuminate their genetic architectures.	Weight	507,850 East Asian ancestry individuals, 420,829 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	4E-25	24.397940008672037		0.0413	[0.033-0.049] unit decrease	NR [NR] (imputed)	N	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	GCST90662910	Genome-wide genotyping array
rs12140153	2025-07-02	39789286	Loya H	2025-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39789286	A scalable variational inference approach for increased mixed-model association power.	Arm fat percentage right (UKB data field 23119)	394,642 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	0.0965251	3E-22	21.522878745280337		0.024087017	[0.019-0.029] unit decrease	NR [13308323] (imputed)	N	body fat percentage	http://www.ebi.ac.uk/efo/EFO_0007800	GCST90468158	Genome-wide genotyping array
rs12140153	2025-07-02	39789286	Loya H	2025-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39789286	A scalable variational inference approach for increased mixed-model association power.	Body mass index (UKB data field 21001)	394,642 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	0.0965251	2E-23	22.69897000433602		0.031878483	[0.025-0.039] unit decrease	NR [13308323] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90468161	Genome-wide genotyping array
rs12140153	2025-08-29	40436827	Jee YH	2025-05-28	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/40436827	Genome-wide association studies in a large Korean cohort identify quantitative trait loci for 36 traits and illuminate their genetic architectures.	Body mass index	507,850 East Asian ancestry individuals, 420,829 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	NR	2E-20	19.69897000433602		0.0409	[0.032-0.05] unit decrease	NR [NR] (imputed)	N	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	GCST90662912	Genome-wide genotyping array
rs12140153	2026-02-02	39024449	Verma A	2024-07-19	Science	www.ncbi.nlm.nih.gov/pubmed/39024449	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	Weight (mean, inv-normal transformed)	425,535 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-G	rs12140153	0	12140153	missense_variant	0	0.9146	2E-37	36.69897000433602		0.06928	[0.059-0.08] unit increase	NR [44300000] (imputed)	N	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	GCST90476463	Genome-wide genotyping array
rs12140153	2025-07-02	39789286	Loya H	2025-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39789286	A scalable variational inference approach for increased mixed-model association power.	Leg fat percentage right (UKB data field 23111)	394,642 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	0.0965251	7E-16	15.154901959985743		0.01651734	[0.012-0.021] unit decrease	NR [13308323] (imputed)	N	body fat percentage	http://www.ebi.ac.uk/efo/EFO_0007800	GCST90468175	Genome-wide genotyping array
rs12140153	2025-07-02	39789286	Loya H	2025-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39789286	A scalable variational inference approach for increased mixed-model association power.	Weight (UKB data field 21002)	394,642 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	0.0965251	4E-26	25.397940008672037		0.029552776	[0.024-0.035] unit decrease	NR [13308323] (imputed)	N	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	GCST90468183	Genome-wide genotyping array
rs12140153	2025-07-02	39789286	Loya H	2025-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39789286	A scalable variational inference approach for increased mixed-model association power.	Whole body water mass (UKB data field 23102)	394,642 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	0.0965251	4E-18	17.397940008672037		0.016827542	[0.013-0.021] unit decrease	NR [13308323] (imputed)	N	whole body water mass	http://www.ebi.ac.uk/efo/EFO_0009805	GCST90468184	Genome-wide genotyping array
rs12140153	2025-07-02	39789286	Loya H	2025-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39789286	A scalable variational inference approach for increased mixed-model association power.	Waist circumference (UKB data field 48)	394,642 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	0.0965251	2E-18	17.69897000433602		0.02539753	[0.019-0.031] unit decrease	NR [13308323] (imputed)	N	waist circumference	http://purl.obolibrary.org/obo/OBA_1001085	GCST90468182	Genome-wide genotyping array
rs12140153	2025-07-02	39789286	Loya H	2025-01-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39789286	A scalable variational inference approach for increased mixed-model association power.	Leg fat percentage left (UKB data field 23115)	394,642 European ancestry individuals	NA	1p31.3	1	62114219		PATJ			ENSG00000132849			rs12140153-T	rs12140153	0	12140153	missense_variant	0	0.0965251	8E-16	15.096910013008056		0.016321734	[0.012-0.021] unit decrease	NR [13308323] (imputed)	N	body fat percentage	http://www.ebi.ac.uk/efo/EFO_0007800	GCST90468174	Genome-wide genotyping array
